Id,Artist,Title,Wks,T10,PK,Pkstreams,Total,ReleaseDate,Popularity,Genre,Unique_Listener
151,Bad Bunny,Ojitos Lindos,70,16,3,"38,207,348","1,182,016,397",5/6/2022,82,"hip hop, latin, latin trap, reggaeton, trap latino",448436
152,Lewis Capaldi,Before You Go,122,,19,"16,267,082","1,171,062,417",11/22/2019,83,"blue-eyed soul, pop, scottish, singer-songwriter",681319
153,Artemas,i like the way you kiss me,49,9,1,"62,659,568","1,165,824,835",3/19/2024,80,"alternative pop, dark electro, pop, pop rock, sexy drill, synth-pop",1094214
154,Kendrick Lamar,luther,44,19,2,"62,994,435","1,175,084,970",11/22/2024,83,"2010s, 2020s, alternative hip hop, conscious hip hop, hardcore hip hop, hip hop, jazz rap, pop, pop rap, rap, trap, west coast hip hop",402311
155,Dua Lipa,New Rules,104,23,2,"26,215,788","1,159,764,804",6/2/2017,81,"alternative pop, boogie, contemporary r&b, dance-pop, dream pop, electropop, europop, funktronica, girlpower, house, house music, indie pop, left-field pop, nu disco, nuno, pop, synth-pop",1209278
156,Eminem,Mockingbird,102,,24,"17,746,120","1,156,155,995",11/12/2004,85,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",1582504
157,Noah Kahan,Stick Season,70,8,6,"28,868,638","1,155,569,236",10/14/2022,84,"folk pop, pop",847722
158,Kendrick Lamar,HUMBLE.,110,12,1,"41,269,524","1,154,154,789",4/14/2017,83,"2010s, 2020s, alternative hip hop, conscious hip hop, hardcore hip hop, hip hop, jazz rap, pop, pop rap, rap, trap, west coast hip hop",2125543
159,Travis Scott,HIGHEST IN THE ROOM,112,7,1,"48,161,108","1,152,019,953",10/4/2019,83,"english, experimental hip hop, hip hop, pop rap, rap, southern hip hop, trap",1307356
160,Brenda Lee,Rockin' Around The Christmas Tree,56,19,3,"82,406,485","1,140,522,365",10/19/1964,69,"2008 universal fire victim, american, classic pop and rock, country, pop, rock, rock and roll, rockabilly",1495703
161,Tommy Richman,MILLION DOLLAR BABY,46,11,1,"82,235,497","1,113,150,959",4/26/2024,82,house,1269502
162,Doja Cat,Paint The Town Red,51,16,1,"54,379,342","1,112,941,427",8/4/2023,77,"alternative rock, grunge, hip hop, nuno, pop, pop rap, post-grunge, power pop, rap, rock, trap, west coast hip hop",1187050
163,Doja Cat,Woman,77,7,6,"29,648,304","1,111,134,654",6/25/2021,82,"alternative rock, grunge, hip hop, nuno, pop, pop rap, post-grunge, power pop, rap, rock, trap, west coast hip hop",1557256
164,Ariana Grande,"thank u, next",87,17,1,"59,975,503","1,109,308,699",2/8/2019,81,classical crossover,1366300
165,d4vd,Here With Me,93,,14,"21,588,435","1,118,556,679",5/26/2023,69,"2020s, alternative r&b, contemporary r&b, indie pop",1201087
166,The Weeknd,Timeless,52,6,3,"44,559,328","1,121,051,445",1/31/2025,91,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",248577
167,Bad Bunny,Yonaguni,83,9,3,"45,173,496","1,098,151,668",6/4/2021,78,"hip hop, latin, latin trap, reggaeton, trap latino",381946
168,Linkin Park,In the End,110,,22,"15,373,140","1,110,001,052",10/24/2000,89,"alt rock, alternative metal, alternative rock, metal, nu metal, rap metal, rap rock, rock",3046708
169,Måneskin,Beggin',66,15,1,"52,160,401","1,094,371,409",12/8/2017,84,"alternative rock, funk rock, glam rock, hard rock, pop rock, rock, rock and roll",1015267
170,Farruko,Pepas,70,16,4,"30,119,703","1,093,539,197",6/24/2021,77,"latin, latin urban, reggaeton, trap latino",452375
171,Luis Fonsi,Despacito - Remix,64,19,1,"54,729,818","1,092,396,262",4/17/2017,71,"latin, latin pop, pop",483210
172,Tears For Fears,Everybody Wants To Rule The World,126,,91,"10,705,584","1,098,888,504",2/25/1985,86,"hip hop, rap, pop",2555979
173,Sabrina Carpenter,Nonsense,103,,17,"20,784,498","1,089,354,127",7/15/2022,84,"2020s, dance-pop, electropop, pop",1338307
174,Maroon 5,Girls Like You,100,14,2,"29,296,811","1,086,166,262",6/15/2018,70,"2010s, adult contemporary, alternative rock, dance-pop, funk rock, indie rock, late 2000s, music for soccer moms, pop, pop rock, rock",255682
175,J Balvin,LA CANCIÓN,125,,17,"15,922,336","1,092,547,702",6/28/2019,86,"hip hop, latin, latin pop, pop, reggaeton",503146
176,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",71,7,3,"37,492,095","1,082,541,247",7/13/2023,84,"2010s, 2020s, alt-pop, alternative pop, alternative r&b, art pop, bedroom pop, contemporary r&b, dark pop, electronic, electronica, electropop, gen z, indie pop, nepo baby, pity pop, pop, pop rock, pop soul, queer, singer-songwriter",1254534
177,Frank Ocean,Pink + White,108,,67,"13,339,571","1,079,281,236",8/20/2016,86,"alternative r&b, contemporary r&b, pop, queer, r&b, rnb, server name",1307
178,Lil Uzi Vert,XO TOUR Llif3,121,2,10,"19,373,632","1,077,596,021",8/25/2017,80,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",1367403
179,Eslabon Armado,Ella Baila Sola,46,18,1,"56,584,925","1,076,299,892",3/16/2023,76,"hip hop, rap, pop",465905
180,DJ Snake,Let Me Love You,92,22,2,"32,792,765","1,079,151,191",8/5/2016,86,"2010s, alternative r&b, contemporary r&b, dance, edm, electropop, hip hop, moombahton, trap",1016535
181,KAROL G,QLONA,63,7,5,"29,546,576","1,067,701,383",8/10/2023,79,"latin, latin urban, r&b, reggaeton, spanish",304211
182,Olivia Rodrigo,deja vu,89,8,3,"45,060,633","1,065,409,828",5/21/2021,85,"emo, post-hardcore, progressive rock",1494388
183,Billie Eilish,when the party's over,122,1,9,"22,448,428","1,064,339,831",3/29/2019,85,"folk pop, indie folk, new americana, stomp & holler",1493738
184,Bad Bunny,DtMF,38,18,1,"88,786,254","1,077,994,373",1/5/2025,91,"hip hop, latin, latin trap, reggaeton, trap latino",702052
185,Imagine Dragons,Bones,99,,26,"16,322,618","1,058,534,428",3/11/2022,75,"alternative pop, alternative rock, electropop, indie pop, indietronica, nuno, pop, pop rock, rock",740756
186,Alex Warren,Ordinary,33,27,1,"40,299,624","1,088,221,328",2/7/2025,92,"2020s, indie pop, pop",515915
187,XXXTENTACION,Moonlight,134,2,2,"27,497,557","1,055,535,621",2/24/2023,74,"death by murder, emo rap, hip hop, rap, southern hip hop, trap, trap metal",1036070
188,Olivia Rodrigo,traitor,85,4,7,"32,922,131","1,046,809,715",5/21/2021,86,"2020s, folk pop, musical, pop, pop punk, pop rock, power pop, singer-songwriter",1347356
189,Steve Lacy,Dark Red,128,,66,"10,059,878","1,040,968,870",2/20/2017,85,"alternative r&b, bedroom pop, neo soul, nuno, psychedelic soul",1980699
190,Avicii,Wake Me Up,216,13,3,"20,549,219","1,035,548,559",9/16/2013,85,"dance-pop, edm, electro house, electronic, electropop, festival progressive house, funky house, house, progressive house, tropical house",1504463
191,Lauv,I Like Me Better,163,,29,"12,704,967","1,030,373,108",5/19/2017,69,"alternative pop, electropop, indie pop, pop, queer",824543
192,Ariana Grande,Santa Tell Me,65,14,3,"60,264,421","1,029,289,338",11/24/2014,70,"contemporary r&b, dance-pop, pop, r&b, trap soul",1190964
193,Justin Bieber,Love Yourself,117,22,1,"28,218,558","1,028,507,649",11/13/2015,85,"alternative rock, emo, rock and indie",1124329
194,Bobby Helms,Jingle Bell Rock,56,15,4,"72,625,966","1,023,593,291",12/2/1957,67,"2008 universal fire victim, christmas music, country, rockabilly",1489511
195,Olivia Rodrigo,vampire,54,14,1,"52,036,833","1,019,468,328",9/8/2023,84,"2020s, folk pop, musical, pop, pop punk, pop rock, power pop, singer-songwriter",1370794
196,Bad Bunny,Efecto,59,14,6,"26,720,466","1,012,068,903",5/6/2022,80,"hip hop, latin, latin trap, reggaeton, trap latino",412432
197,Fleetwood Mac,Dreams - 2004 Remaster,121,,20,"15,475,652","1,021,218,458",2/4/1977,88,"art pop, blues, blues rock, british, british blues, classic rock, pop, pop rock, rock, rock music, soft rock",1735413
198,Lil Nas X,Old Town Road - Remix,68,19,2,"36,616,698","1,010,618,722",6/21/2019,75,"2020s, hip hop, lgbtqi, pop rap, queer, relic inn, trap",645100
199,Powfu,death bed,79,17,4,"30,329,811","1,008,962,364",2/8/2020,81,"emo rap, hip hop, lo-fi hip hop, rap",3744
200,Arizona Zervas,ROXANNE,70,16,2,"34,104,838","1,006,176,752",10/10/2019,74,"hip hop, pop rap, trap",680832
201,Harry Styles,Adore You,108,1,6,"25,393,341","1,005,016,773",10/4/2013,73,"2020s, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",1284863
202,Trevor Daniel,Falling,76,12,5,"29,862,206","1,004,734,702",11/7/2022,56,"englisch, english, hip hop, rap, usa",606902
203,KAROL G,Tusa,73,14,3,"41,434,019","994,146,025",11/7/2019,73,"latin, latin urban, r&b, reggaeton, spanish",451931
204,Hotel Ugly,Shut up My Moms Calling,104,,78,"12,221,474","1,001,666,653",2/10/2020,85,"hip hop, rap, pop",1464956
205,Taylor Swift,Blank Space,109,,27,"16,946,544","992,868,409",1/1/2014,84,"darkwave, synthpop",1682046
206,Post Malone,Congratulations,128,,20,"15,632,229","990,710,095",9/16/2016,76,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",1027533
207,5 Seconds of Summer,Youngblood,120,1,8,"22,841,733","984,672,105",6/15/2018,80,"2010s, pop, pop punk, pop rock, power pop, teen pop",952433
208,Michael Bublé,It's Beginning to Look a Lot Like Christmas,66,13,6,"47,360,169","981,028,165",12/5/2024,65,"big band, canadian, crazy love, easy listening, easy listening soundtracks and musicals, jazz, jazz pop, music for soccer moms, pop, swing",1125394
209,benny blanco,Eastside,95,11,4,"24,227,312","979,529,313",7/12/2018,72,"english, pop",26730
210,Radiohead,Creep,95,,45,"14,656,964","986,373,136",2/22/1993,91,"alternative, alternative rock, alternative rock music, art pop, art rock, british, electronic, electronica, experimental, experimental rock, indie rock, post-britpop, progressive rock music, rock",3779849
211,Morgan Wallen,Last Night,77,,14,"22,261,083","968,759,596",6/12/2025,33,"country, country pop",387484
212,Jimin,Like Crazy,69,,15,"23,325,668","968,471,235",3/24/2023,75,"ballad, dance-pop, edm, pop, r&b",415727
213,Justin Bieber,Sorry,94,21,1,"34,283,993","963,212,399",11/13/2015,85,"2010s, 2020s, dance-pop, pop, pop rap, r&b, teen pop",1332215
214,Post Malone,Wow.,84,14,2,"31,165,644","962,552,357",9/6/2019,77,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",871619
215,Ava Max,Sweet but Psycho,98,7,6,"22,400,542","951,420,265",9/18/2020,80,"dance, dance-pop, electronic, electropop, female vocal, los angeles, pop, usa",758293
216,Eminem,Lose Yourself,237,,44,"10,904,034","948,912,403",11/24/2014,71,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",1671519
217,Miguel,Sure Thing,91,,14,"21,796,337","946,910,321",11/26/2010,84,"alternative r&b, contemporary r&b, psychedelic pop, r&b, urban contemporary",1296614
218,Eminem,The Real Slim Shady,128,,51,"12,550,236","944,548,132",5/23/2000,84,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",2118118
219,The Chainsmokers,Don't Let Me Down,93,22,3,"20,867,984","937,382,310",2/5/2016,82,"lullaby, missing releases, wip",806386
220,Arctic Monkeys,Why'd You Only Call Me When You're High?,124,,95,"10,312,381","930,370,614",9/9/2013,84,"alternative rock, art rock, baroque pop, british, garage rock, garage rock revival, indie rock, neo-psychedelia, post-punk revival, psychedelic pop, psychedelic rock, sheffield, uk",2481872
221,JVKE,golden hour,70,,14,"21,078,730","925,466,265",10/3/2022,75,"alternative pop, indie pop, pop",881997
222,Ariana Grande,positions,79,13,1,"41,862,937","918,652,702",10/30/2020,79,"contemporary r&b, dance-pop, pop, r&b, trap soul",1139459
223,Major Lazer,Lean On,120,33,1,"18,924,031","916,566,107",6/1/2015,75,"art pop, dance-pop, dancehall, edm, electronic, electropop, jungle terror, moombahton, pop reggae",542359
224,Twenty One Pilots,Stressed Out,132,12,6,"18,271,666","913,699,008",5/15/2015,85,"alternative electronic, alternative hip hop, alternative pop, alternative rap, alternative rock, electropop, hip hop, indie, indie pop, indietronica, piano rock, pop rap, rap",1742800
225,Joji,Glimpse of Us,54,10,1,"57,470,492","912,030,588",6/10/2022,67,"alt-pop, alternative r&b, art pop, ballad, instrumental hip hop, lo-fi hip hop, r&b/soul, trip hop",1352198
226,Post Malone,Psycho,80,14,2,"45,142,484","911,952,857",12/23/2019,69,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",82662
227,Cardi B,I Like It,74,14,2,"27,369,377","908,062,879",4/6/2018,78,"hip hop, rap, pop",799517
228,Rauw Alejandro,Todo De Ti,62,10,2,"47,564,794","904,188,121",12/10/2021,79,"hip hop, latin, latin urban, reggaeton, trap latino",391211
229,Dean Lewis,Be Alright,123,,12,"17,708,246","904,001,655",6/29/2018,75,"fixme label mess, pop",530310
230,Grupo Frontera,un x100to,46,12,1,"56,685,409","902,327,561",8/25/2023,78,"cumbia norteña, musique régionale mexicaine, norteño, regional mexicano",341835
231,Coldplay,A Sky Full of Stars,171,12,6,"12,455,072","897,506,961",5/16/2014,86,"alternative rock, ambient pop, art pop, big music, britannique, british, britpop, chapel, dream pop, english, indie pop, indie rock, parlophone, piano pop, piano rock, pop, pop rock, pop/rock, post-britpop, rock, rock and indie, uk",1324306
232,DJ Snake,Taki Taki,62,18,1,"40,931,264","896,064,520",7/25/2019,74,"2010s, alternative r&b, contemporary r&b, dance, edm, electropop, hip hop, moombahton, trap",27543
233,Chris Brown,Under The Influence,61,7,6,"26,896,173","892,423,448",10/4/2019,84,"2000s, 2010s, contemporary r&b, dance, electro house, electropop, hip hop, pop, r&b, trap",725006
234,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,99,22,2,"23,018,299","891,175,647",5/6/2016,80,"club/dance, contemporary r&b, dance-pop, electropop, folk pop, pop",874370
235,Don Omar,Danza Kuduro,93,,80,"11,336,952","896,292,584",1/1/2010,83,"latin, latin urban, reggaeton",824265
236,Zach Bryan,I Remember Everything,65,,20,"18,293,011","882,273,189",8/25/2023,86,"alternative country, americana, country, red dirt",4363
237,Tyla,Water,62,,12,"24,826,187","881,950,822",7/28/2023,82,"afrobeats, amapiano, contemporary r&b, pop, r&b",936716
238,Yng Lvcas,La Bebe - Remix,44,17,3,"40,885,774","881,599,446",3/17/2023,77,"hip hop, rap, pop",248401
239,Billie Eilish,CHIHIRO,60,2,5,"56,145,760","880,188,212",5/17/2024,86,"2010s, 2020s, alt-pop, alternative pop, alternative r&b, art pop, bedroom pop, contemporary r&b, dark pop, electronic, electronica, electropop, gen z, indie pop, nepo baby, pity pop, pop, pop rock, pop soul, queer, singer-songwriter",1380542
240,Bad Bunny,PERRO NEGRO,54,6,4,"37,721,190","874,148,443",10/13/2023,82,"hip hop, latin, latin trap, reggaeton, trap latino",357174
241,Coldplay,My Universe,72,6,3,"32,790,116","872,919,779",9/24/2021,74,"alternative rock, ambient pop, art pop, big music, britannique, british, britpop, chapel, dream pop, english, indie pop, indie rock, parlophone, piano pop, piano rock, pop, pop rock, pop/rock, post-britpop, rock, rock and indie, uk",772825
242,Zach Bryan,Something in the Orange,95,,57,"10,534,114","870,977,788",4/22/2022,85,"alternative country, americana, country, red dirt",544993
243,Ed Sheeran,Beautiful People,71,16,3,"36,721,702","868,100,792",6/28/2019,70,"dance-pop, folk, folk pop, guitarist, music for soccer moms, persian pop, pop, singer, singer-songwriter, soft rock, uk",9508
244,Andy Williams,It's the Most Wonderful Time of the Year,56,6,7,"50,280,642","856,512,067",11/24/1963,63,"christmas music, easy listening, easy listening soundtracks and musicals, jazz",1175938
245,Bad Bunny,BAILE INoLVIDABLE,38,10,4,"56,927,742","870,121,499",1/5/2025,90,"hip hop, latin, latin trap, reggaeton, trap latino",503728
246,Internet Money,Lemonade,65,13,2,"30,094,068","854,723,643",8/28/2020,75,"emo rap, hip hop, trap",323517
247,KAROL G,TQG,44,12,1,"57,131,424","852,277,014",2/24/2023,80,"latin, latin urban, r&b, reggaeton, spanish",395587
248,Drake,In My Feelings,52,15,1,"67,499,798","850,630,308",6/29/2018,74,"hip hop, rap, pop",728727
249,Cardi B,WAP,55,15,1,"45,977,242","848,831,566",8/7/2020,75,"alternative pop, east coast hip hop, hardcore hip hop, hip hop, pop, pop rap, queer, trap, trap soul",9513
250,TV Girl,Lovers Rock,92,,100,"10,651,800","845,280,849",6/5/2014,86,rock,1944008
251,Regard,Ride It,98,,12,"17,371,573","845,193,360",2008,67,"dance, dj, english",462034
252,Myke Towers,LALA,40,13,1,"41,556,972","840,906,017",1/1/2013,69,"latin, latin urban, reggaeton, trap latino",257982
253,Lola Young,Messy,42,3,7,"33,432,430","845,266,420",5/8/2025,81,"2020s, _private tag 1, alternative pop, neo soul, pop, pop rock, r&b",789178
254,Billie Eilish,Happier Than Ever,70,4,6,"33,200,672","834,352,850",7/30/2021,84,"2010s, 2020s, alt-pop, alternative pop, alternative r&b, art pop, bedroom pop, contemporary r&b, dark pop, electronic, electronica, electropop, gen z, indie pop, nepo baby, pity pop, pop, pop rock, pop soul, queer, singer-songwriter",1421436
255,Billie Eilish,everything i wanted,76,5,2,"40,323,676","833,351,012",11/13/2019,82,"hip hop, rap, pop",1333035
256,KAROL G,PROVENZA,59,4,6,"26,685,343","833,130,132",2/24/2023,81,"latin, latin urban, r&b, reggaeton, spanish",403906
257,Linkin Park,Numb,82,,24,"19,689,324","842,442,798",3/25/2003,87,"alt rock, alternative metal, alternative rock, metal, nu metal, rap metal, rap rock, rock",2838176
258,Taylor Swift,august,80,,11,"21,018,440","830,975,590",7/24/2020,87,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",1299857
259,Myles Smith,Stargazing,58,,16,"27,908,328","830,939,227",5/10/2024,85,"folk pop, stomp and holler",400734
260,The Weeknd,Popular,57,,12,"26,312,521","830,892,318",6/2/2023,81,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",14842
261,Rihanna,We Found Love,104,,59,"12,488,268","838,702,672",11/18/2011,83,"barbadian, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, female vocal, hip hop, influential pop star, pop, pop culture, pop soul, pop star, r&b, reggae",293343
262,The Weeknd,Stargirl Interlude,99,,42,"11,079,510","829,950,989",11/25/2016,74,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",1687469
263,Taylor Swift,cardigan,75,2,1,"35,783,009","832,855,708",7/24/2020,87,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",1447849
