id,artist,title,total,releasedate,unique_listener,year,recency,log_total,log_total_norm,unique_norm,recency_norm,songscore,genre,track_id,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mode,duration_ms,unnamed: 24,explicit
4295,Lady Gaga,Zombieboy,11231320,3/7/2025,398057,2025,1,16.23421695,0.408473151,0.10400171,1,43.54370887,"art pop, pop",0ElVpg9XIswx3XWs6kUj6a,0.572,0.385,0.323,119.947,0.371,-5.487,0.0308,1,204280,,0
4296,Migos,Gang Gang,11229529,2/4/2025,69265,2025,1,16.23405747,0.408457675,0.018096671,1,40.96578386,trap,6RKkHI2fkmgZq7uQPPav8f,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
4297,¥$,HOODRAT,11213960,2/9/2024,150230,2024,0.9875,16.23267008,0.408323031,0.039250779,0.9875,41.34367493,rap,0Ah7O76JL0pyn84jI7NPbr,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4298,Morgan Wallen,Superman,11213349,5/26/2002,49388,2002,0.7125,16.23261559,0.408317743,0.012903313,0.7125,35.05298657,country,3KC1yCIfkLrRaeeMUEKvg3,0.576714286,0.622428571,0.498571429,119.947,0.2416,-5.487,0.040057143,1,204280,,0
4299,Ufo361,Pass auf wen du liebst,11193384,8/9/2019,24530,2019,0.925,16.23083354,0.408144799,0.006408546,0.925,39.09949636,"german hip hop, turkish hip hop",37BAGn0rpyqhUfxfBbGH2o,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4300,Kanye West,Hands On,11183853,6/18/2017,269191,2017,0.9,16.22998169,0.40806213,0.070332281,0.9,40.51307493,rap,7r6aR2f57resC5r93LwMfK,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4301,A$AP Rocky,L$D,11182098,5/26/2015,885955,2015,0.875,16.22982475,0.4080469,0.231477124,0.875,44.84665871,rap,4S7YHmlWwfwArgd8LfSPud,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4302,Twenty One Pilots,Choker,11173376,5/21/2021,229805,2021,0.95,16.22904445,0.407971173,0.060041715,0.95,41.19981012,"alternative pop, indietronica, alternative rap, indie pop, rap",732E6ibFkQR5lNIPEeiEnx,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4303,JISOO,All Eyes On Me,11128082,3/31/2023,191273,2023,0.975,16.22498247,0.407576968,0.049974278,0.975,41.37807672,k-pop,7e4OpsQwklauQSXlBvM5WD,0.672707317,0.731365854,0.54025,119.947,0.139676829,-5.487,0.101746341,1,204280,,0
4304,Post Malone,Wrong Ones (Feat. Tim McGraw),11120704,8/15/2024,110691,2024,0.9875,16.22431924,0.407512603,0.028920238,0.9875,40.9932373,"r&b, alternative r&b, contemporary r&b, country, trap",2CIXO1jQbrV1hlfI7FUKld,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4305,Lil Tecca,Shots,11118271,5/4/2015,206137,2015,0.875,16.22410044,0.407491369,0.053857865,0.875,39.4903044,"melodic rap, rap",6eSU1exzDvBEXmBRxspeh5,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4306,Tate McRae,bloodonmyhands,11114404,2/24/2025,1289,2025,1,16.22375257,0.407457609,0.000336261,1,40.38296828,"alternative pop, contemporary r&b, dance-pop, pop, pop rock",5Y6a6AaahaBi5ljf6hk7dF,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4307,Pharrell Williams,Down In Atlanta,11105872,11/18/2022,255853,2022,0.9625,16.22298463,0.407383082,0.066847399,0.9625,41.62457607,"contemporary r&b, pop, pop rap, pop soul, soul",5unjCay0kUjuej5ebn4nS4,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4308,Kanye West,Donda,11098736,8/29/2021,396119,2021,0.95,16.22234188,0.407320705,0.103495359,0.95,42.47089602,rap,4jkwu5KQbXXrbAZzVmt5fE,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4309,Future,Hard Work Pays Off,11094352,10/19/2018,174516,2018,0.9125,16.2219468,0.407282363,0.045596097,0.9125,39.98200108,rap,6gzIcEUuswJQGfJNPYMjjv,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4310,LISTENBEE,Save Me,11088831,2/13/2019,105911,2019,0.925,16.22144903,0.407234057,0.027671345,0.925,39.69184317,tropical house,4jNM6l3Amnmyy1kNCLcSWL,0.751,0.645,0.642,122.026,0.0169,-8.231,0.031,1,212459,,FALSE
4311,Bo Burnham,All Eyes On Me,11073171,3/31/2023,246671,2023,0.975,16.2200358,0.407096906,0.064448375,0.975,41.78829654,comedy,2Q6RiCAKOrxRYtvl9pcpjY,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4312,Kendrick Lamar,untitled 02 | 06.23.2014.,11071650,3/4/2016,458513,2016,0.8875,16.21989844,0.407083575,0.119797334,0.8875,41.69809877,"hip hop, west coast hip hop",3I0FBDc1c1BLNtXWKVjmFg,0.79275,0.665,0.43575,119.947,0.1891955,-5.487,0.128425,1,204280,,0
4313,Dennis Lloyd,Never Go Back,11069446,9/11/2024,84782,2024,0.9875,16.21969935,0.407064254,0.022150871,0.9875,40.76773883,"pop, r&b",6vRCKJDtnrJEcyyzIMa0w0,0.5085,0.537,0.207025,119.947,0.12915,-5.487,0.046925,1,204280,,0
4314,Bad Bunny,SORRY PAPI,11066606,11/27/2020,120972,2020,0.9375,16.21944275,0.407039352,0.031606403,0.9375,40.0501597,"reggaeton, trap latino, urbano latino, latin",5jZ32WOU7sqzDYbzINwMUk,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
4315,Taylor Swift,Everything Has Changed,11063569,11/12/2021,427791,2021,0.95,16.21916829,0.407012716,0.111770452,0.95,42.70374936,"synth-pop, country, alternative pop, electropop, contemporary country",7qEUFOVcxRI19tbT68JcYK,0.76,0.703,0.57,119.947,0.103,-5.487,0.054,1,204280,,0
4316,Sam Smith,One Last Song,11063179,8/22/2014,109641,2014,0.8625,16.21913304,0.407009295,0.028645899,0.8625,38.45984171,soft pop,01uk7IzZyFNfQTDBXxx6NB,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
4319,Charli xcx,"The girl, so confusing version with lorde",11036482,7/20/2024,479386,2024,0.9875,16.21671698,0.406774822,0.125250922,0.9875,43.84626877,"hyperpop, art pop",0Go8GIJDY20yleXgCkWA4O,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4320,Jorja Smith,I Am,11036336,4/10/2023,262013,2023,0.975,16.21670375,0.406773539,0.068456851,0.975,41.89238247,"alternative r&b, neo soul, sophisti-pop",0DJBgBiYeSn6n1AXAkFVE8,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4321,PARTYNEXTDOOR,SOMETHING ABOUT YOU,11026334,8/27/2021,209357,2021,0.95,16.21579706,0.406685547,0.05469917,0.95,40.97525241,"dark r&b, r&b, trap soul",1F6nHHDJyTHLgDDFj1ZZDt,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4322,The Weeknd,Given Up On Me,11022808,1/31/2025,277459,2025,1,16.21547723,0.406654508,0.072492501,1,42.50750041,"dance-pop, synth-pop, pop, hypnagogic pop, r&b",0FolPJnYMo71Z7qasTuoJT,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4323,Sam Hunt,Take Your Time,11014317,10/24/2014,116743,2014,0.8625,16.21470662,0.406579722,0.030501472,0.8625,38.49403027,"country, pop country",6DEaND0SHv3sC11xobZLiy,0.631,0.657666667,0.609333333,119.947,0.2963,-5.487,0.051533333,1,204280,,0
4324,BTS,Airplane pt.2,11008618,5/18/2018,482987,2018,0.9125,16.21418907,0.406529495,0.126191772,0.9125,42.36222791,k-pop,4lAE47gj539h8R1yxPhhGG,0.77,0.817,0.866,139.979,0.0265,-4.092,0.0339,0,218614,,FALSE
4325,Ed Sheeran,Curtains,11006373,5/5/2023,92825,2023,0.975,16.21398512,0.406509702,0.024252304,0.975,40.5530542,soft pop,6ZZf5a8oiInHDkBe9zXfLP,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
4326,AYLIVA,Wunder,11000908,4/26/2024,32501,2024,0.9875,16.21348846,0.406461503,0.008491167,0.9875,40.32781016,german pop,16f4ZN6XOfrIO8fJkm28HM,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4327,XXXTENTACION,"ALONE, PART 3",10984028,3/16/2018,271498,2018,0.9125,16.21195287,0.406312477,0.070935042,0.9125,40.69367511,emo rap,2oe6dDthgthqUkfL3czpEd,0.61,0.258,0.164,127.08,0.883,-12.758,0.0331,1,109986,,FALSE
4328,Beyoncé,MY HOUSE,10978414,3/8/2024,247196,2024,0.9875,16.21144163,0.406262863,0.064585544,0.9875,42.00070945,"soul, electropop, alternative r&b, country, r&b",7omJfT9s6V2IpQNBYyq5C8,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4329,Kendrick Lamar,Savior - Interlude,10975882,5/13/2022,472239,2022,0.9625,16.21121097,0.406240478,0.123383591,0.9625,43.26353162,"hip hop, west coast hip hop",5G4uLkFKdEZLcuNyeomQmE,0.79275,0.665,0.43575,119.947,0.1891955,-5.487,0.128425,1,204280,,0
4330,Travis Scott,KICK OUT,10974582,7/13/2025,271083,2025,1,16.21109252,0.406228983,0.070826613,1,42.43624752,rap,5P03xImM2uFukzoty7NDw7,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4331,Noah Kahan,Forever,10972110,1/1/2013,203829,2019,0.925,16.21086725,0.40620712,0.053254843,0.925,48.9840373,"folk pop, pop",0FlwhvrncUKrEAhzunmCKm,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4332,Studio Killers,Jenny,10970185,12/4/2020,90119,2020,0.9375,16.21069179,0.406190092,0.023545294,0.9375,39.76586344,rap,4JLBDUYSaOMPYND0iWeSWQ,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4333,Becky Hill,Remember (and David Guetta),10967035,8/6/2021,45303,2021,0.95,16.2104046,0.406162222,0.011836006,0.95,39.66319128,pop,6YkclKF41aboSB5Sf4p15l,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
4334,Playboi Carti,LIKE WEEZY,10963305,3/14/2025,335140,2025,1,16.21006444,0.40612921,0.087563088,1,42.93335312,rage rap,4zK082ykqJzJGzC64NXjp1,0.763,0.782,0.502,119.947,0.182,-5.487,0.0346,1,204280,,0
4335,Bad Bunny,120,10957181,9/11/2025,138449,2025,1,16.20950569,0.406074985,0.036172702,1,41.38893027,"reggaeton, trap latino, urbano latino, latin",3KJ3opyV29269SXkPrc19l,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
4336,Bonez MC,Fuckst mich nur ab,10954772,9/10/2020,11553,2020,0.9375,16.20928581,0.406053646,0.003017984,0.9375,39.14322182,german hip hop,0y8mJFmm4ogCHnfe0oTuT6,0.797,0.791,0.828,119.947,0.119,-5.487,0.33,1,204280,,0
4337,MACHETE,YOSHI,10953128,8/14/2025,151,2025,1,16.20913573,0.406039081,3.89E-05,1,40.30312192,italian trap,3Hh0ZcGIqIkSiJVZGLcVLx,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4338,Frank Ocean,Thinkin Bout You,10948576,7/10/2012,2038873,2012,0.8375,16.20872005,0.40599874,0.532705455,0.8375,53.03110067,"alternative r&b, contemporary r&b, pop, r&b",7DfFc7a6Rwfi3YQMRbDMau,0.721,0.339,0.2,129.83,0.409,-11.195,0.0532,1,200746,,FALSE
4339,J. Cole,Once an Addict - Interlude,10944009,4/20/2018,104195,2018,0.9125,16.20830283,0.40595825,0.027222997,0.9125,39.36460243,rap,0Px86mRlxdB3YqpK6KXWlr,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4340,Ariana Grande,six thirty,10941573,10/30/2020,294925,2020,0.9375,16.20808022,0.405936646,0.077055925,0.9375,41.35851006,pop,2IKJtXeR5UsaUjZB46fTOK,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
4341,Oasis,Don't Look Back in Anger - Remastered,10922416,10/2/1995,926820,1995,0.625,16.20632784,0.405766582,0.242154116,0.625,40.05295259,"britpop, madchester",0UvCh63URrLFcPkKt99hHd,0.378,0.896,0.469,119.947,0.000452,-5.487,0.0407,1,204280,,0
4342,Luan Santana,ABALO EMOCIONAL - Ao Vivo,10916173,8/8/2022,64638,2022,0.9625,16.2057561,0.405711096,0.016887753,0.9625,40.0421874,"sertanejo, sertanejo universitário, arrocha",5A35xC90Nk6tXmcOAOOavi,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4343,Kanye West,Keep My Spirit Alive,10913129,8/29/2021,413988,2021,0.95,16.20547721,0.40568403,0.108164077,0.95,42.52912384,rap,7EagormFign5ag6f16ua3I,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4344,Eminem,Untouchable,10909744,4/9/2021,69925,2021,0.95,16.20516698,0.405653924,0.018269112,0.95,39.83076957,"rap, hip hop",6IvespQWGW4USXwexlVKDm,0.756375,0.766875,0.520375,119.947,0.0947575,-5.487,0.181675,1,204280,,0
4345,Kanye West,Jesus Lord,10900265,8/29/2021,371558,2021,0.95,16.20429775,0.405569567,0.097078191,0.95,42.19082407,rap,1LwdWIbfuqlOo8vlHxkyna,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4346,Twenty One Pilots,The Line (from the series Arcane League of Legends),10884238,11/23/2024,233523,2024,0.9875,16.20282634,0.40542677,0.061013135,0.9875,41.85173253,"indie, electropop, indietronica, indie pop, alternative electronic",3qrTll9OQ9wcejTxPFY0qg,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4347,i-dle,TOMBOY,10877801,2/28/2019,109137,2019,0.925,16.20223476,0.405369358,0.028514217,0.925,39.62389443,k-pop,5L7MoCA875qqRJoKnGCxkE,0.672707317,0.731365854,0.54025,119.947,0.139676829,-5.487,0.101746341,1,204280,,0
4348,PARTYNEXTDOOR,SOMEBODY LOVES ME,10877402,2/14/2025,208402,2025,1,16.20219808,0.405365799,0.054449652,1,41.9017795,"dark r&b, r&b, trap soul",2kZoOj1n5vk9BuF0sih58M,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4349,Frenna,Verleden Tijd,10876703,5/23/2024,21869,2024,0.9875,16.20213381,0.405359562,0.005713294,0.9875,40.18937693,pop rap,4kuexchmxuc5NXmokfo1WH,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4350,Family of the Year,Hero,10871462,6/24/2016,384682,2016,0.8875,16.20165184,0.405312788,0.10050716,0.8875,41.0308542,"folk pop, folk rock, indie pop, pop rock",1B10XgaxSXRLAFq967oMpF,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4351,Zach Bryan,Spotless,10870508,9/13/2024,615,2024,0.9875,16.20156408,0.405304271,0.000160161,0.9875,40.02001841,"country, red dirt",0HEytGQM3bG1vKxER7IgVK,0.369,0.192,0.148,119.947,0.555,-5.487,0.04,1,204280,,0
4352,Taylor Swift,Wildest Dreams,10869274,1/1/2014,1150232,2014,0.8625,16.20145056,0.405293254,0.300526024,0.8625,46.53044343,"pop rock, contemporary country, country pop, indie folk, alternative pop",3fVnlF4pGqWI9flVENcT28,0.553,0.664,0.467,140.06,0.0709,-7.417,0.0741,1,220440,,FALSE
4353,Britney Spears,Pretty Girls,10868026,5/4/2015,190446,2015,0.875,16.20133573,0.40528211,0.049758203,0.875,39.25685162,pop,6QicTxeiSaRkPnkGDUvYOs,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
4354,KC Rebell,DNA,10839793,8/24/2018,20983,2018,0.9125,16.19873455,0.405029672,0.005481805,0.9125,38.66593775,german hip hop,6yL5RjG5eeFOE5iU7qPho8,0.797,0.791,0.828,119.947,0.119,-5.487,0.33,1,204280,,0
4355,SZA,Smoking on my Ex Pack,10834231,12/9/2022,572888,2022,0.9625,16.19822131,0.404979863,0.149680631,0.9625,43.98941209,r&b,4jTs7ny5eSRnKTzxdrFv5I,0.65825,0.54675,0.3925,119.947,0.256625,-5.487,0.10495,1,204280,,0
4356,Eminem,Premonition - Intro,10830400,1/17/2020,122185,2020,0.9375,16.19786765,0.404945541,0.031923329,0.9375,39.95497693,"rap, hip hop",7ccTcabbJlCJiIqtrSSwBk,0.756375,0.766875,0.520375,119.947,0.0947575,-5.487,0.181675,1,204280,,0
4357,Apache 207,Unterwegs,10814696,1/11/1988,16216,1988,0.5375,16.1964166,0.404804721,0.004236308,0.5375,31.11732529,rap,1SV1fxF65n9NhRHp3KlBuu,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4358,Baby Lasagna,Rim Tim Tagi Dim,10807462,1/12/2024,127988,2024,0.9875,16.19574747,0.404739783,0.033439507,0.9875,40.99017437,europop,5TswDbxMnxptgFTf6ZxvXQ,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4359,Taylor Swift,The Last Time,10799411,11/12/2021,231628,2021,0.95,16.19500225,0.404667461,0.060518019,0.95,41.04891362,"synth-pop, indie folk, country pop, country, pop",0y6kdSRCVQhSsHSpWvTUm7,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4360,Noah Kahan,Dial Drunk,10330089,6/9/2023,269035,2023,0.975,16.15057155,0.400355572,0.070291522,0.975,41.62652428,"folk pop, pop",22VHOlVYBqytsrAqV8yXBK,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4361,Drake,Preach,10768233,2/12/2015,298122,2015,0.875,16.19211106,0.404386879,0.07789122,0.875,40.05608055,rap,1OHoBC4icbuNhpSxP400sv,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4362,Taylor Swift,Stay Stay Stay (Taylor's Version),10767008,11/12/2021,428846,2021,0.95,16.19199729,0.404375838,0.112046097,0.95,42.58017482,"indie folk, pop rock, contemporary country, country, alternative pop",7eQj6r5PIdYKEIZjucBMcq,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4363,will.i.am,Boys & Girls,10758693,11/3/2015,64094,2015,0.875,16.19122473,0.404300862,0.01674562,0.875,38.21741171,"pop and chart, pop rap",6FJN9EiWE5Fh20WYrHfB5N,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4364,Drake,Intro,10737639,3/8/2024,286850,2024,0.9875,16.18926588,0.404110761,0.074946132,0.9875,42.20392202,rap,1kNdtonJXHorsVpWerK8C2,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4365,Offset,SAY MY GRACE,10736180,10/13/2023,3357,2023,0.975,16.18913,0.404097574,0.000876577,0.975,39.73117599,trap,2Gk6fi0dqt91NKvlzGsmm7,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
4366,Bad Bunny,TRELLAS,10733416,11/27/2020,72997,2020,0.9375,16.18887252,0.404072586,0.019071748,0.9375,39.52578175,"reggaeton, trap latino, urbano latino, latin",09WAnxdBuebQopKhJT3oZS,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
4367,Kygo,Freedom,10719057,7/2/2015,103919,2015,0.875,16.18753384,0.40394267,0.027150885,0.875,38.51166008,tropical house,2nx0EIlIKMnMgWnj40O0HQ,0.658967742,0.68183871,0.516354839,119.947,0.186148387,-5.487,0.062790323,1,204280,,0
4368,J. Cole,c l o s e,10712648,5/14/2021,190795,2021,0.95,16.18693575,0.403884628,0.049849388,0.95,40.68971303,rap,4YiY551vHi6glMtgVxuqAy,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4369,Playboi Carti,OPM BABI,10704466,3/14/2025,328481,2025,1,16.18617169,0.403810477,0.08582326,1,42.76522166,rage rap,76yJsfb1CUy5Um8nFL7jKQ,0.763,0.782,0.502,119.947,0.182,-5.487,0.0346,1,204280,,0
4370,OneRepublic,Wanted,10702912,10/26/2018,85195,2018,0.9125,16.18602651,0.403796388,0.022258777,0.9125,39.10758271,soft pop,3fT6xqEkC1jm4mHjOyXbKw,0.665,0.539,0.666,145.828,0.165,-6.613,0.0699,1,136247,,FALSE
4371,Loredana,Jetzt rufst du an,10697729,9/13/2019,13658,2019,0.925,16.18554213,0.40374938,0.003567968,0.925,38.79450803,german hip hop,7C8N43w5Dq3PunLLeEpN6V,0.797,0.791,0.828,119.947,0.119,-5.487,0.33,1,204280,,0
4372,Bosh,Djomb,10691967,12/19/2022,3253,2022,0.9625,16.18500336,0.403697094,0.000849404,0.9625,39.46033684,"french rap, pop urbaine, french r&b",0KBwGCY9RYD9t2zjeW4h48,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4373,Kendrick Lamar,Mirror,10691830,3/15/2013,544191,2013,0.85,16.18499055,0.403695851,0.14218283,0.85,41.45027744,"hip hop, west coast hip hop",5xoYormSTltk6F9SlQV6mm,0.79275,0.665,0.43575,119.947,0.1891955,-5.487,0.128425,1,204280,,0
4374,The Weeknd,Take Me Back To LA,10686469,1/31/2025,256590,2025,1,16.18448901,0.403647178,0.067039959,1,42.19355765,"synth-pop, r&b, hypnagogic pop, pop, alternative r&b",7rVmzyFA7f4rNGl9onF21E,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4375,Parangolé,Perna Bamba,10683040,10/2/2025,62709,2025,1,16.18416809,0.403616033,0.016383754,1,40.67231427,"pagode baiano, axé, pagode",6fcQIY5VSFNrK4YzDoljPQ,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4376,NLE Choppa,Shotta Flow 5,10681320,8/7/2020,120711,2020,0.9375,16.18400707,0.403600407,0.031538211,0.9375,39.87616665,"gangsta rap, pop rap, trap",6pOpsuCxYF1cuRkHBPDigj,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4377,Farruko,El Incomprendido,10666001,9/30/2021,46305,2021,0.95,16.18257186,0.403461123,0.012097803,0.95,39.53599023,"reggaeton, trap latino",493Rk3iS7rs8uPfpnfm95u,0.754,0.841,0.541,128.019,0.113,-3.19,0.135,1,267546,,TRUE
4378,True Damage,GIANTS,10662332,11/10/2019,207388,2019,0.925,16.18222781,0.403427733,0.05418472,0.925,40.29692826,rap,5Eoq0zBxTqE5VntEYclSwU,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
4379,Kenshi Yonezu,IRIS OUT,21330331,9/15/2025,35676,2025,1,16.87564066,0.470721739,0.009320714,1,43.81570837,"j-pop, anime, j-rock",59hVbgr8rfYkDbHfr8RcGI,0.577,0.941,0.292,119.947,0.00207,-5.487,0.105,1,204280,,0
4380,Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],10649362,12/2/2022,575800,2022,0.9625,16.18101064,0.40330961,0.150441463,0.9625,43.92872438,trap,2N9LEu6Pf8nDcp3GjWJT1Z,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
4381,KHEA,WACHA,10644801,4/1/2021,30767,2021,0.95,16.18058226,0.403268037,0.008038117,0.95,39.40454534,"argentine trap, trap, trap latino",5lLJ4LXtuY68F4erCOK8Jp,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4382,The Weeknd,A Tale By Quincy,10644730,1/6/2022,393005,2022,0.9625,16.18057559,0.403267389,0.10268175,0.9625,42.49382196,"synth-pop, contemporary r&b, alternative r&b, r&b, hypnagogic pop",759ndr57jb0URg4j9YSWml,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4383,G-Eazy,Lady Killers II (Christoph Andersson Remix),10636392,2/1/2022,57494,2022,0.9625,16.17979198,0.403191342,0.015021206,0.9625,39.86020331,trap,1SV1fxF65n9NhRHp3KlBuu,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
4384,Lil Uzi Vert,Endless Fashion,10626345,6/30/2023,1090,2023,0.975,16.17884695,0.403099629,0.000284267,0.975,39.66350947,melodic rap,41bmnQZoDMQdDh5zyomtW7,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4385,Linkin Park,What I've Done,10621836,5/14/2007,1965224,2007,0.775,16.17842253,0.403058441,0.513462833,0.775,51.05680705,"nu metal, rap metal, rock, alternative metal",18lR4BzEs7e3qzc0KVkTpU,0.567928571,0.867571429,0.489142857,119.947,0.033351429,-5.487,0.058471429,1,204280,,0
4386,Morgan Wallen,Ain’t That Some,10606907,3/3/2023,89032,2023,0.975,16.17701604,0.402921945,0.023261289,0.975,40.34393589,country,1rFH4TZS38gkcLcW02bEm7,0.576714286,0.622428571,0.498571429,119.947,0.2416,-5.487,0.040057143,1,204280,,0
4387,Big Sean,Go Legend (& Metro Boomin),10606250,12/8/2017,116437,2017,0.9,16.1769541,0.402915933,0.030421522,0.9,39.05844234,"pop rap, r&b, rap, trap",3wAI7MIQtTgwcRmwchPZBc,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4388,TWICE,FANCY,10605793,4/22/2019,806293,2019,0.925,16.17691101,0.402911752,0.210663458,0.925,44.96549131,k-pop,2qQpFbqqkLOGySgNK8wBXt,0.697,0.874,0.775,132.018,0.0122,-2.15,0.0449,0,213880,,FALSE
4389,JVKE,Angel Pt. 2,10597956,6/15/2023,22228,2023,0.975,16.1761718,0.402840013,0.005807092,0.975,39.81621342,"alternative pop, indie pop, pop",0ApadYqa3GRQkJJ3E7pQDJ,0.4685,0.5165,0.2425,119.947,0.635,-5.487,0.0433,1,204280,,0
4390,Anderson .Paak,Tints,5600121,2/8/2024,2264,2024,0.9875,15.53829894,0.340936026,0.000591003,0.9875,36.81453142,"alternative r&b, contemporary r&b, indie r&b, r&b, soul",7c3SbTuufigBWURcICnAWy,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
4391,Selena Gomez,999,5599395,5/26/2025,1754,2025,1,15.53816929,0.340923444,0.000457753,1,37.05990481,"rock, teen pop, contemporary r&b, electropop, alternative pop",0EtuSDTRJYUwlPf4y6coIz,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
